,name,race,medical,positive,negative,flavors
1069,L'Eagle Eagle,hybrid,"Depression,Stress,Fatigue,Inflammation,Muscle Spasms","Happy,Creative,Energetic,Uplifted,Focused",Dry Mouth,"Spicy/Herbal,Sweet,Earthy"
1070,L.A.K. Federal Reserve,indica,"Pain,Stress,Lack of Appetite,Nausea,Headaches","Relaxed,Hungry,Creative,Tingly,Sleepy",,"Earthy,Lemon,Citrus"
1071,LA Chocolat,hybrid,"Depression,Insomnia,Pain,Stress,Muscle Spasms","Relaxed,Euphoric,Happy,Sleepy,Focused","Dry Mouth,Dry Eyes","Earthy,Coffee,Sweet"
1072,LA Confidential,indica,"Depression,Insomnia,Pain,Stress,Headache,Headaches","Relaxed,Hungry,Euphoric,Happy,Sleepy","Dizzy,Dry Mouth,Paranoid,Dry Eyes","Earthy,Pine,Sweet"
1073,LA Jack,hybrid,"Depression,Insomnia,Pain,Stress,Fatigue","Relaxed,Euphoric,Happy,Creative,Sleepy","Dry Mouth,Dry Eyes","Apple,Berry,Apricot"
1074,LA Kookies,hybrid,"Pain,Inflammation,Muscle Spasms","Hungry,Happy,Creative,Focused,Giggly",,"Coffee,Earthy,Berry"
1075,LA Kush,hybrid,"Depression,Pain,Stress,Nausea,Headache,Inflammation","Relaxed,Happy,Creative,Energetic,Aroused","Dry Mouth,Dry Eyes,Anxious","Berry,Blueberry,Menthol"
1076,LA OG,indica,"Pain,Stress,Cramps,Headache,Inflammation,Muscle Spasms","Relaxed,Hungry,Euphoric,Happy,Tingly","Dizzy,Dry Mouth,Dry Eyes,Anxious","Flowery,Berry,Apple"
1077,LA Ultra,indica,"Insomnia,Pain,Stress,Cramps,Headaches","Relaxed,Euphoric,Happy,Tingly,Focused","Dry Mouth,Dry Eyes","Citrus,Chemical,Lemon"
1078,LA Woman,hybrid,"Depression,Pain,Stress,Nausea,Headache,Headaches","Relaxed,Euphoric,Happy,Creative,Tingly","Dry Mouth,Paranoid,Dry Eyes,Anxious","Earthy,Pine,Pungent"
1079,LAPD,hybrid,Pain,"Relaxed,Happy,Creative,Energetic,Uplifted",,"Diesel,Pepper,Pungent"
1080,LSD,hybrid,"Depression,Pain,Stress,Lack of Appetite,Headaches","Relaxed,Euphoric,Happy,Creative,Uplifted","Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious","Earthy,Sweet,Citrus"
1081,LVPK,hybrid,"Pain,Stress,Lack of Appetite,Nausea,Headaches","Relaxed,Happy,Talkative,Uplifted,Aroused","Dry Mouth,Paranoid,Dry Eyes","Sweet,Earthy,Flowery"
1082,Lady Liberty,hybrid,,"Relaxed,Hungry,Sleepy",,Sweet
1083,Ladyburn 1974,hybrid,"Pain,Lack of Appetite,Nausea,Fatigue,Eye Pressure","Relaxed,Hungry,Creative,Sleepy,Giggly",Dry Mouth,"Pepper,Ammonia,Earthy"
1084,Lake of Fire,hybrid,"Depression,Pain,Stress,Inflammation,Muscle Spasms","Relaxed,Euphoric,Happy,Creative,Uplifted","Dizzy,Dry Mouth,Dry Eyes","Diesel,Pine,Sweet"
1085,Lamb's Bread,sativa,"Depression,Pain,Stress,Headache,Fatigue,Headaches","Euphoric,Happy,Creative,Energetic,Uplifted","Dizzy,Dry Mouth,Paranoid,Dry Eyes","Earthy,Pungent,Woody"
1086,Lambo OG,hybrid,"Insomnia,Pain,Stress,Nausea,Headache,Muscle Spasms","Relaxed,Hungry,Euphoric,Happy,Sleepy","Dizzy,Dry Mouth,Paranoid,Dry Eyes","Pine,Citrus,Earthy"
1087,Lamborghini,hybrid,"Depression,Insomnia,Stress,Fatigue,Headaches","Relaxed,Hungry,Euphoric,Uplifted,Sleepy",Dry Eyes,"Diesel,Pine,Lemon"
1088,Larry Bird Kush,hybrid,"Pain,Stress,Headaches,Inflammation,Seizures","Relaxed,Euphoric,Energetic,Uplifted",Dry Mouth,"Sweet,Honey,Earthy"
1089,Larry OG,hybrid,"Depression,Insomnia,Pain,Stress,Nausea,Headache","Relaxed,Euphoric,Happy,Creative,Uplifted","Dizzy,Dry Mouth,Paranoid,Dry Eyes","Lemon,Citrus,Earthy"
1090,Lashkar Gah,indica,"Insomnia,Pain,Stress,Lack of Appetite","Relaxed,Hungry,Euphoric,Happy,Sleepy","Dry Mouth,Dry Eyes","Earthy,Pungent,Skunk"
1091,Laughing Buddha,sativa,"Depression,Pain,Stress,Lack of Appetite,Fatigue","Euphoric,Happy,Energetic,Uplifted,Giggly","Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious","Earthy,Citrus,Pineapple"
1092,Lavender,indica,"Depression,Insomnia,Pain,Stress,Nausea","Relaxed,Euphoric,Happy,Uplifted,Sleepy","Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious","Lavender,Flowery,Sweet"
1093,Lavender Haze,sativa,"Depression,Pain,Stress,Headache,Fatigue,Inflammation","Relaxed,Euphoric,Happy,Creative,Uplifted","Dry Mouth,Paranoid,Dry Eyes","Lavender,Flowery,Skunk"
1094,Lavender Jones,hybrid,"Depression,Pain,Stress,Lack of Appetite,Headache,Headaches","Relaxed,Euphoric,Happy,Creative,Uplifted","Dizzy,Dry Mouth,Dry Eyes,Anxious","Lavender,Flowery,Earthy"
1095,Le Silver Royale,hybrid,"Depression,Pain,Stress","Relaxed,Euphoric,Happy,Talkative,Uplifted",Dry Eyes,"Cheese,Pine,Skunk"
1096,Lee Roy,indica,"Pain,Stress,Lack of Appetite,Headaches,Inflammation","Relaxed,Hungry,Euphoric,Happy,Creative","Dry Mouth,Dry Eyes","Pungent,Coffee,Earthy"
1097,Legalized OG,hybrid,"Depression,Pain,Stress,Lack of Appetite,Inflammation","Relaxed,Euphoric,Happy,Uplifted,Focused","Dry Mouth,Dry Eyes","Pungent,Chemical,Sweet"
1098,Legend OG,indica,"Depression,Insomnia,Pain,Stress,Lack of Appetite","Relaxed,Hungry,Euphoric,Uplifted,Sleepy",Dry Mouth,"Earthy,Pine,Chemical"
1099,Legendary Lemon,sativa,"Depression,Insomnia,Pain,Nausea,Inflammation","Relaxed,Euphoric,Creative,Aroused",Dry Eyes,"Apricot,Chemical,Pungent"
1100,Lemon Alien Dawg,hybrid,"Depression,Pain,Stress,Lack of Appetite,Nausea,Headache","Relaxed,Euphoric,Happy,Energetic,Uplifted","Dizzy,Dry Mouth,Anxious","Citrus,Lemon,Sweet"
1101,Lemon Bananas,hybrid,,"Happy,Creative,Energetic,Talkative",Dry Mouth,"Lemon,Lime,Spicy/Herbal"
1102,Lemon Bubble,sativa,"Depression,Pain,Stress,Headaches,Muscle Spasms","Happy,Creative,Energetic,Talkative,Giggly",,"Lemon,Earthy,Pungent"
1103,Lemon Cake,sativa,Stress,"Relaxed,Euphoric,Happy,Creative,Energetic",,"Cheese,Lemon,Spicy/Herbal"
1104,Lemon Daddy,hybrid,"Depression,Pain,Stress,Fatigue,Muscle Spasms","Relaxed,Happy,Energetic,Focused,Giggly",,"Lemon,Citrus,Diesel"
1105,Lemon Diesel,hybrid,"Depression,Pain,Stress,Lack of Appetite,Headaches","Relaxed,Euphoric,Happy,Uplifted,Tingly","Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious","Lemon,Diesel,Citrus"
1106,Lemon Drop,hybrid,"Pain,Stress,Lack of Appetite,Headache,Inflammation,Muscle Spasms","Relaxed,Euphoric,Happy,Uplifted,Giggly","Dizzy,Dry Mouth,Paranoid,Dry Eyes","Lemon,Citrus,Sweet"
1107,Lemon Fire,hybrid,"Depression,Stress,Headaches","Euphoric,Happy,Energetic,Uplifted,Focused",,"Citrus,Earthy,Lemon"
1108,Lemon G,sativa,"Depression,Pain,Stress,Nausea,Headache,Fatigue","Relaxed,Euphoric,Happy,Creative,Uplifted","Dizzy,Dry Mouth,Paranoid,Dry Eyes","Lemon,Citrus,Earthy"
1109,Lemon Haze,sativa,"Depression,Pain,Stress,Lack of Appetite,Fatigue","Relaxed,Euphoric,Happy,Energetic,Uplifted","Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious","Lemon,Citrus,Sweet"
1110,Lemon Jack,sativa,"Depression,Pain,Stress,Headache,Fatigue,Headaches","Relaxed,Euphoric,Happy,Energetic,Giggly","Dizzy,Dry Mouth,Dry Eyes,Anxious","Lemon,Citrus,Earthy"
1111,Lemon Kush,hybrid,"Depression,Insomnia,Pain,Stress,Headaches","Relaxed,Hungry,Euphoric,Happy,Uplifted","Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious","Lemon,Citrus,Sweet"
1112,Lemon Larry Lavender,hybrid,"Depression,Stress","Relaxed,Creative,Energetic,Focused",Dry Mouth,"Citrus,Lavender,Lemon"
1113,Lemon Marmalade,hybrid,"Depression,Pain,Stress,Cramps,Lack of Appetite","Relaxed,Euphoric,Happy,Creative,Uplifted",,"Lemon,Diesel,Sweet"
1114,Lemon Meringue,sativa,"Depression,Stress,Lack of Appetite,Nausea,Headaches","Happy,Creative,Energetic,Talkative,Uplifted",,"Lemon,Citrus,Sweet"
1115,Lemon OG Haze,hybrid,"Depression,Pain,Stress,Fatigue,Headaches","Relaxed,Happy,Energetic,Uplifted,Focused","Paranoid,Anxious","Lemon,Citrus,Earthy"
1116,Lemon OG Kush,hybrid,"Depression,Insomnia,Pain,Stress,Lack of Appetite","Relaxed,Euphoric,Happy,Uplifted,Sleepy","Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious","Lemon,Citrus,Earthy"
1117,Lemon Pie,sativa,"Depression,Stress,Cramps,Fatigue,Headaches","Euphoric,Happy,Energetic,Uplifted,Sleepy",,"Citrus,Lemon,Diesel"
1118,Lemon Sativa,sativa,"Depression,Insomnia,Pain,Stress,Headache,Fatigue","Euphoric,Happy,Creative,Energetic,Focused","Dizzy,Dry Mouth,Paranoid,Dry Eyes","Lemon,Citrus,Earthy"
1119,Lemon Skunk,hybrid,"Depression,Pain,Stress,Headache,Fatigue,Headaches","Relaxed,Euphoric,Happy,Energetic,Uplifted","Dizzy,Dry Mouth,Paranoid,Dry Eyes","Lemon,Skunk,Citrus"
1120,Lemon Thai,sativa,"Depression,Pain,Stress,Lack of Appetite,Headache,Fatigue","Relaxed,Happy,Talkative,Uplifted,Focused","Dry Mouth,Paranoid,Dry Eyes,Anxious","Lemon,Sweet,Minty"
1121,Lemon Walker OG,hybrid,"Depression,Pain,Stress,Headache,Headaches,Muscle Spasms","Relaxed,Happy,Energetic,Uplifted,Focused","Dizzy,Dry Mouth,Dry Eyes","Citrus,Lemon,Pungent"
1122,Lemon Wreck,hybrid,"Depression,Insomnia,Pain,Stress,Lack of Appetite,Headache","Relaxed,Hungry,Happy,Energetic,Focused","Dizzy,Dry Mouth,Paranoid,Dry Eyes","Earthy,Lemon,Citrus"
1123,Lemonberry,hybrid,"Depression,Pain,Stress,Headache,Fatigue,Muscle Spasms","Relaxed,Euphoric,Happy,Uplifted,Giggly","Dizzy,Dry Mouth,Dry Eyes","Lemon,Blueberry,Citrus"
1124,Lemonder,hybrid,"Depression,Insomnia,Pain,Stress,Headaches","Euphoric,Happy,Creative,Uplifted,Focused",,"Citrus,Lemon,Earthy"
1125,Lemonhead OG,hybrid,"Depression,Insomnia,Pain,Stress,Cramps","Relaxed,Euphoric,Happy,Uplifted,Focused",Dry Mouth,"Lemon,Pine,Citrus"
1126,Leonidas,sativa,"Depression,Insomnia,Stress,Lack of Appetite,Muscle Spasms","Creative,Energetic,Focused,Aroused",Dry Mouth,"Grape,Lavender,Violet"
1127,Lethal Purple,hybrid,"Depression,Pain,Stress,Lack of Appetite,Headache,Headaches","Hungry,Euphoric,Happy,Creative,Talkative","Dizzy,Dry Mouth,Dry Eyes","Flowery,Grape,Sweet"
1128,Liberty Haze,hybrid,"Depression,Insomnia,Pain,Stress,Lack of Appetite,Headache","Relaxed,Euphoric,Happy,Creative,Uplifted","Dry Mouth,Paranoid,Dry Eyes,Anxious","Earthy,Citrus,Lime"
1129,Lifesaver,hybrid,"Insomnia,Pain,Stress,Cramps,Muscle Spasms","Relaxed,Euphoric,Uplifted,Sleepy,Focused","Dizzy,Dry Mouth,Paranoid,Dry Eyes","Sweet,Berry,Honey"
1130,Light of Jah,sativa,"Depression,Pain,Stress,Nausea,Headache,Fatigue","Relaxed,Happy,Energetic,Uplifted,Focused","Dizzy,Dry Mouth","Earthy,Spicy/Herbal,Pungent"
1131,Lime Green Skunk,hybrid,"Depression,Stress,Lack of Appetite,Headaches,Eye Pressure","Relaxed,Happy,Creative,Uplifted,Focused","Dizzy,Dry Mouth,Paranoid,Dry Eyes","Lime,Diesel,Pungent"
1132,Lime Haze,sativa,"Depression,Stress,Nausea,Headaches,Eye Pressure","Relaxed,Euphoric,Happy,Energetic,Uplifted","Dizzy,Dry Mouth,Dry Eyes,Anxious","Lime,Citrus,Chemical"
1133,Lime Purple Mist,indica,"Depression,Pain,Stress,Cramps,Lack of Appetite","Relaxed,Euphoric,Happy,Sleepy",Dry Mouth,"Lime,Berry,Mint"
1134,Lime Skunk,sativa,"Depression,Pain,Stress,Fatigue,Muscle Spasms","Relaxed,Euphoric,Happy,Creative,Uplifted",Dry Eyes,"Lime,Citrus,Skunk"
1135,Limon,sativa,"Depression,Pain,Stress,Fatigue,Inflammation","Relaxed,Happy,Talkative,Aroused","Dry Mouth,Paranoid,Dry Eyes","Lemon,Citrus,Diesel"
1136,Lions Gate,indica,"Insomnia,Stress,Nausea,Headache,Headaches,Inflammation","Relaxed,Happy,Creative,Energetic,Uplifted","Dizzy,Dry Mouth,Paranoid,Dry Eyes","Citrus,Menthol,Orange"
1137,Liquid Butter,indica,"Depression,Insomnia,Pain,Stress,Cramps","Relaxed,Happy,Uplifted,Sleepy,Focused","Dry Mouth,Paranoid,Dry Eyes","Butter,Earthy,Woody"
1138,Little Dragon,hybrid,"Pain,Stress,Fatigue,Inflammation,Muscle Spasms","Relaxed,Euphoric,Happy,Creative,Uplifted",,"Citrus,Flowery,Mango"
1139,Locktite,hybrid,"Depression,Insomnia,Pain,Stress,Fatigue","Relaxed,Euphoric,Happy,Energetic,Sleepy","Dry Mouth,Dry Eyes,Anxious","Earthy,Pine,Sweet"
1140,Locomotion,indica,"Depression,Insomnia,Pain,Stress,Nausea","Relaxed,Euphoric,Happy,Uplifted",Dry Mouth,"Earthy,Pungent,Sweet"
1141,Lodi Dodi,hybrid,"Depression,Pain,Stress,Headaches,Eye Pressure","Relaxed,Euphoric,Happy,Uplifted,Giggly","Dry Mouth,Dry Eyes,Anxious","Flowery,Honey,Sweet"
1142,Logic Diesel,hybrid,"Depression,Pain,Stress,Fatigue","Euphoric,Happy,Energetic,Talkative,Uplifted","Dry Mouth,Dry Eyes,Anxious","Diesel,Chemical,Coffee"
1143,Longbottom Leaf,hybrid,"Depression,Lack of Appetite,Fatigue,Eye Pressure,Inflammation","Euphoric,Happy,Creative,Energetic,Aroused","Dry Mouth,Paranoid,Dry Eyes","Citrus,Lemon,Lime"
1144,Lost Coast OG,hybrid,"Depression,Pain,Stress,Lack of Appetite,Headache,Fatigue","Relaxed,Euphoric,Happy,Creative,Focused","Dizzy,Dry Mouth,Dry Eyes","Citrus,Sweet,Lemon"
1145,Loud Dream,hybrid,"Depression,Insomnia,Pain,Stress,Nausea,Headache","Relaxed,Happy,Creative,Talkative,Giggly","Dizzy,Dry Mouth,Paranoid,Dry Eyes","Earthy,Spicy/Herbal,Citrus"
1146,Loud Scout,hybrid,"Depression,Pain,Nausea,Headache,Fatigue","Relaxed,Happy,Creative,Energetic",,"Grape,Berry,Flowery"
1147,Love Potion #1,sativa,"Depression,Pain,Stress,Lack of Appetite,Nausea","Relaxed,Euphoric,Happy,Creative,Aroused","Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious","Earthy,Sweet,Citrus"
1148,Love Potion #9,indica,"Depression,Insomnia,Pain,Stress,Headache,Headaches","Relaxed,Euphoric,Happy,Focused,Giggly","Dizzy,Dry Mouth","Sweet,Honey,Flowery"
1149,Lowryder,hybrid,"Depression,Insomnia,Pain,Stress,Nausea","Relaxed,Happy,Creative,Uplifted,Sleepy","Dizzy,Dry Mouth,Paranoid,Dry Eyes","Pungent,Sweet,Citrus"
1150,Loyalty,hybrid,"Depression,Cramps,Fatigue,Headaches,Eye Pressure","Relaxed,Euphoric,Creative,Tingly,Focused",,"Pungent,Sweet,Ammonia"
1151,Luca Brasi x Sour Diesel,hybrid,"Pain,Stress,Lack of Appetite,Headaches,Muscle Spasms","Relaxed,Hungry,Energetic,Focused",Anxious,"Earthy,Lemon,Pungent"
1152,Lucid Bolt,indica,"Depression,Insomnia,Stress,Lack of Appetite,Headaches","Relaxed,Hungry,Sleepy,Giggly",Dry Mouth,"Blueberry,Berry,Earthy"
1153,Lucid Dream,hybrid,"Depression,Stress,Lack of Appetite,Fatigue,Headaches","Euphoric,Happy,Energetic,Uplifted,Giggly","Dry Mouth,Paranoid,Dry Eyes,Anxious","Sweet,Blueberry,Berry"
1154,Lucky Charms,hybrid,"Depression,Pain,Stress,Nausea,Fatigue","Relaxed,Euphoric,Happy,Creative,Uplifted","Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious","Sweet,Berry,Earthy"
1155,Lucy,hybrid,"Depression,Pain,Stress,Headaches,Inflammation","Relaxed,Euphoric,Happy,Uplifted",Dry Eyes,"Earthy,Pine,Sweet"
1156,M-39,indica,"Depression,Insomnia,Pain,Stress,Headache,Fatigue","Relaxed,Hungry,Euphoric,Sleepy","Dizzy,Dry Mouth,Paranoid,Dry Eyes","Tar,Earthy,Woody"
1157,MILF,hybrid,"Depression,Stress,Cramps,Headaches,Inflammation","Euphoric,Happy,Energetic,Talkative,Uplifted","Dry Mouth,Dry Eyes","Sweet,Earthy,Sage"
1158,MK Ultra,indica,"Depression,Insomnia,Pain,Stress,Lack of Appetite","Relaxed,Hungry,Euphoric,Happy,Sleepy","Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious","Earthy,Pine,Pungent"
1159,Mad Dawg,hybrid,"Depression,Insomnia,Pain,Stress,Headaches","Hungry,Happy,Energetic,Talkative,Uplifted","Dry Mouth,Dry Eyes","Earthy,Citrus,Flowery"
1160,Mad Scientist,indica,"Depression,Insomnia,Pain,Stress,Headache,Muscle Spasms","Relaxed,Euphoric,Happy,Uplifted,Sleepy","Dry Mouth,Paranoid,Dry Eyes","Woody,Earthy,Pungent"
1161,Madagascar,indica,"Insomnia,Pain,Stress,Headaches,Muscle Spasms","Relaxed,Hungry,Euphoric,Happy,Sleepy","Dizzy,Dry Mouth,Dry Eyes","Earthy,Skunk,Sweet"
1162,Madcow,sativa,"Depression,Stress,Cramps,Fatigue,Eye Pressure","Relaxed,Creative,Energetic,Uplifted,Sleepy",,"Earthy,Sweet,Ammonia"
1163,Madman OG,hybrid,"Insomnia,Pain,Stress,Lack of Appetite,Headaches","Relaxed,Euphoric,Tingly,Sleepy",Dry Eyes,"Earthy,Coffee,Diesel"
1164,Magic Jordan,hybrid,"Insomnia,Pain,Stress,Lack of Appetite,Headache,Inflammation","Relaxed,Euphoric,Creative,Focused",,"Earthy,Lemon,Minty"
1165,Magnum,hybrid,"Depression,Insomnia,Pain,Stress,Eye Pressure","Relaxed,Happy,Creative,Energetic,Uplifted","Dizzy,Dry Mouth,Dry Eyes","Earthy,Spicy/Herbal,Flowery"
1166,Magnum PI,sativa,"Depression,Stress,Cramps,Fatigue,Headaches","Euphoric,Creative,Energetic,Uplifted,Focused",,"Citrus,Pine,Earthy"
1167,Mai Tai Cookies,hybrid,"Pain,Nausea,Fatigue,Headaches,Eye Pressure","Relaxed,Euphoric,Happy,Uplifted,Focused",Dry Mouth,"Orange,Tree Fruit,Citrus"
1168,Majestic 12,hybrid,"Depression,Pain,Stress,Headaches","Relaxed,Euphoric,Happy,Tingly",Dry Mouth,"Earthy,Sweet,Berry"
1169,Mako Haze,sativa,"Depression,Pain,Stress,Lack of Appetite,Nausea","Hungry,Euphoric,Happy,Uplifted,Focused","Dizzy,Dry Mouth,Paranoid,Dry Eyes","Pine,Sage,Lemon"
1170,Malakoff,sativa,"Depression,Pain,Stress,Fatigue,Eye Pressure","Happy,Creative,Energetic,Talkative,Focused","Dry Mouth,Dry Eyes","Sweet,Earthy,Tobacco"
1171,Malawi,sativa,"Depression,Stress,Nausea,Fatigue,Headaches","Euphoric,Happy,Energetic,Uplifted,Focused","Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious","Earthy,Flowery,Sweet"
1172,Mammoth,hybrid,"Pain,Stress,Fatigue,Inflammation,Muscle Spasms","Relaxed,Happy,Creative,Uplifted,Focused",,"Honey,Earthy,Apricot"
1173,Mandala #1,hybrid,"Depression,Stress,Nausea,Headaches","Euphoric,Creative,Energetic,Uplifted,Focused","Dry Mouth,Dry Eyes,Anxious","Apple,Berry,Earthy"
1174,Mango,indica,"Depression,Insomnia,Pain,Stress,Nausea,Headache","Relaxed,Euphoric,Happy,Uplifted,Giggly","Dizzy,Dry Mouth,Paranoid,Dry Eyes","Mango,Sweet,Lemon"
1175,Mango Dream,sativa,"Depression,Pain,Stress,Headache,Fatigue,Headaches","Relaxed,Hungry,Happy,Energetic,Focused","Dizzy,Dry Mouth,Dry Eyes","Tropical,Sweet,Citrus"
1176,Mango Haze,sativa,"Depression,Pain,Stress,Lack of Appetite,Headache,Fatigue","Relaxed,Euphoric,Happy,Energetic,Uplifted","Dizzy,Dry Mouth,Dry Eyes,Anxious","Mango,Tropical,Sweet"
1177,Mango Kush,hybrid,"Depression,Pain,Stress,Lack of Appetite,Headache,Headaches","Relaxed,Euphoric,Happy,Uplifted,Giggly","Dizzy,Dry Mouth,Paranoid,Dry Eyes","Mango,Tropical,Sweet"
1178,Mango Tango,hybrid,"Depression,Insomnia,Pain,Stress,Lack of Appetite","Relaxed,Euphoric,Happy,Creative,Uplifted","Dry Mouth,Dry Eyes","Mango,Tropical,Tree Fruit"
1179,Mangolicious,indica,"Depression,Pain,Cramps,Fatigue,Muscle Spasms","Euphoric,Happy,Creative,Energetic,Giggly",,"Mango,Pineapple,Sweet"
1180,Manitoba Poison,hybrid,"Depression,Insomnia,Pain,Stress,Muscle Spasms","Relaxed,Happy,Sleepy,Focused","Dizzy,Dry Mouth,Paranoid,Dry Eyes","Spicy/Herbal,Earthy,Cheese"
1181,Maple Leaf Indica,indica,"Depression,Insomnia,Pain,Stress,Headache,Fatigue","Relaxed,Euphoric,Happy,Tingly,Sleepy","Dizzy,Dry Mouth,Paranoid,Dry Eyes","Sweet,Butter,Vanilla"
1182,Maramota #10,hybrid,"Depression,Pain,Stress,Lack of Appetite,Fatigue","Relaxed,Energetic,Talkative,Giggly",Dry Mouth,"Berry,Earthy,Sweet"
1183,Marcosus Marshmellow,hybrid,"Depression,Insomnia,Stress","Euphoric,Happy,Creative,Energetic,Uplifted",,"Minty,Berry,Grape"
1184,Margaret Cho-G,hybrid,"Depression,Pain,Stress,Cramps,Inflammation","Relaxed,Euphoric,Happy,Creative,Focused",Dry Mouth,"Grapefruit,Honey,Sweet"
1185,Marionberry Kush,hybrid,"Depression,Insomnia,Pain,Stress,Lack of Appetite,Headache","Relaxed,Hungry,Euphoric,Happy,Uplifted","Dizzy,Dry Mouth,Dry Eyes,Anxious","Berry,Sweet,Pungent"
1186,Marley's Collie,hybrid,"Depression,Insomnia,Stress,Lack of Appetite","Hungry,Focused,Aroused","Dizzy,Dry Mouth",Sweet
1187,Mars OG,indica,"Insomnia,Pain,Stress,Lack of Appetite,Headache,Fatigue","Relaxed,Happy,Uplifted,Tingly,Sleepy","Dizzy,Dry Mouth,Paranoid,Dry Eyes","Pungent,Earthy,Pine"
1188,Martian Candy,hybrid,"Depression,Insomnia,Stress,Nausea,Fatigue","Relaxed,Happy,Talkative,Uplifted,Giggly",Dry Mouth,"Sweet,Woody,Earthy"
1189,Martian Mean Green,hybrid,"Depression,Insomnia,Pain,Stress,Headache,Muscle Spasms","Relaxed,Euphoric,Happy,Energetic,Uplifted","Dizzy,Dry Mouth,Dry Eyes,Anxious","Pungent,Flowery,Skunk"
1190,Master Bubba,indica,"Insomnia,Pain,Stress,Lack of Appetite,Inflammation","Relaxed,Hungry,Euphoric,Happy,Sleepy","Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious","Earthy,Sweet,Tropical"
1191,Master Jedi,indica,"Depression,Insomnia,Pain,Stress,Headache,Fatigue","Relaxed,Hungry,Euphoric,Happy,Sleepy","Dizzy,Dry Mouth,Dry Eyes,Anxious","Pungent,Pine,Earthy"
1192,Master Kush,indica,"Depression,Insomnia,Pain,Stress,Headache,Headaches","Relaxed,Hungry,Euphoric,Happy,Sleepy","Dizzy,Dry Mouth,Paranoid,Dry Eyes","Earthy,Pungent,Spicy/Herbal"
1193,Master OG,indica,"Insomnia,Pain,Lack of Appetite,Eye Pressure,Muscle Spasms","Relaxed,Hungry,Happy,Sleepy,Focused","Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious","Earthy,Skunk,Lemon"
1194,Master Skunk,hybrid,"Depression,Insomnia,Pain,Stress,Headaches","Relaxed,Euphoric,Uplifted,Sleepy,Giggly","Dizzy,Dry Mouth,Paranoid,Dry Eyes","Skunk,Earthy,Pungent"
1195,Master Yoda,hybrid,"Depression,Insomnia,Pain,Stress,Muscle Spasms","Relaxed,Euphoric,Happy,Uplifted,Focused","Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious","Earthy,Sweet,Pungent"
1196,Matanuska Thunder Fuck,sativa,"Depression,Pain,Stress,Lack of Appetite,Fatigue","Relaxed,Euphoric,Happy,Creative,Focused","Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious","Earthy,Pungent,Skunk"
1197,Mataro Blue,indica,"Depression,Insomnia,Pain,Stress,Lack of Appetite,Headache","Relaxed,Hungry,Euphoric,Happy,Tingly","Dizzy,Dry Mouth","Berry,Sweet,Blueberry"
1198,Maui,sativa,"Depression,Pain,Stress,Lack of Appetite,Headache,Fatigue","Euphoric,Happy,Creative,Talkative,Uplifted","Dry Mouth,Paranoid,Dry Eyes,Anxious","Sweet,Citrus,Tropical"
1199,Maui Berry,hybrid,"Depression,Insomnia,Pain,Stress,Nausea","Relaxed,Hungry,Euphoric,Happy,Creative",,"Berry,Citrus,Pungent"
1200,Maui Bubble Gift,hybrid,"Depression,Insomnia,Pain,Stress,Inflammation","Relaxed,Euphoric,Happy,Uplifted,Tingly","Dry Mouth,Dry Eyes","Sweet,Citrus,Pungent"
1201,Maui Citrus Punch,sativa,"Pain,Stress,Inflammation,Muscle Spasms","Relaxed,Euphoric,Creative,Energetic,Uplifted","Dizzy,Dry Mouth,Dry Eyes","Citrus,Tropical,Skunk"
1202,Maui Haole,hybrid,"Depression,Pain,Stress,Seizures,Muscle Spasms","Relaxed,Euphoric,Creative,Sleepy,Aroused",Dizzy,"Diesel,Pungent,Tropical"
1203,Maui Mango Diesel,hybrid,"Depression,Insomnia,Pain,Stress,Lack of Appetite","Euphoric,Happy,Creative,Energetic,Uplifted",,"Mango,Diesel,Tropical"
1204,Maui Pineapple Chunk,hybrid,"Depression,Insomnia,Pain,Stress,Muscle Spasms","Euphoric,Creative,Talkative,Uplifted,Focused",,"Pineapple,Tropical,Earthy"
1205,Maui Wowie,sativa,"Depression,Pain,Stress,Fatigue,Headaches","Relaxed,Euphoric,Happy,Energetic,Uplifted","Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious","Tropical,Pineapple,Sweet"
1206,Mazar I Sharif,indica,"Insomnia,Pain,Lack of Appetite,Inflammation,Muscle Spasms","Relaxed,Euphoric,Happy,Creative,Sleepy","Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious","Sweet,Spicy/Herbal,Citrus"
